1.0;1.0;0.9961344407440218;0.0038655592559782015
0.0;0.0;0.9242682990213822;0.9242682990213822
1.0;1.0;0.858581771270261;0.14141822872973897
1.0;1.0;0.7805929801383873;0.2194070198616127
0.0;0.0;0.31865971506905183;0.31865971506905183
0.0;0.0;0.3633356410453889;0.3633356410453889
0.0;0.0;0.3037627263003259;0.3037627263003259
0.0;0.0;0.2419808799577333;0.2419808799577333
1.0;1.0;0.911987848594397;0.08801215140560303
0.0;0.0;0.5719119430771212;0.5719119430771212
0.0;0.0;0.3226791806874518;0.3226791806874518
1.0;1.0;0.8965898901779246;0.10341010982207544
0.0;0.0;0.582524766777206;0.582524766777206
1.0;1.0;0.8952438744449764;0.10475612555502356
1.0;1.0;0.9472168826630722;0.052783117336927754
0.0;0.0;0.8519445938704977;0.8519445938704977
0.0;0.0;-0.8113628351829016;0.8113628351829016
0.0;0.0;-0.547388054488198;0.547388054488198
1.0;1.0;-0.978690138582298;1.978690138582298
0.0;0.0;-0.9999978710413849;0.9999978710413849
0.0;0.0;0.9999999703821727;0.9999999703821727
1.0;1.0;0.9842175559748616;0.015782444025138398
0.0;0.0;0.9999812733839557;0.9999812733839557
0.0;0.0;0.9868982677499879;0.9868982677499879
0.0;0.0;-0.9083070847656589;0.9083070847656589
0.0;0.0;0.5952479058104025;0.5952479058104025
1.0;1.0;-0.8685883584430352;1.8685883584430352
0.0;0.0;-0.9994728753150993;0.9994728753150993
1.0;1.0;0.9999920433096895;7.956690310506609E-6
1.0;1.0;0.9999811360054489;1.8863994551088226E-5
1.0;1.0;0.9999705147982793;2.948520172074698E-5
0.0;0.0;0.999963238774539;0.999963238774539
0.0;0.0;-0.8697409662992216;0.8697409662992216
0.0;0.0;0.9999870128531071;0.9999870128531071
1.0;1.0;0.9765030922258524;0.02349690777414759
1.0;1.0;0.9927461419690272;0.007253858030972782
0.0;0.0;0.9999968460164622;0.9999968460164622
0.0;0.0;0.790402236849434;0.790402236849434
1.0;1.0;-0.25577459131156466;1.2557745913115648
0.0;0.0;-0.35743800414651183;0.35743800414651183
0.0;0.0;-0.12140255427202357;0.12140255427202357
1.0;1.0;0.016041036087918688;0.9839589639120813
1.0;1.0;0.08656949349707874;0.9134305065029212
1.0;1.0;0.16679196521971473;0.8332080347802853
1.0;1.0;0.35014786032280293;0.649852139677197
1.0;1.0;0.76244395740973;0.23755604259026997
1.0;1.0;0.9781291996564;0.021870800343600005
0.0;0.0;0.9952346460618943;0.9952346460618943
0.0;0.0;-0.9950068442091515;0.9950068442091515
0.0;0.0;0.12963668188785402;0.12963668188785402
0.0;0.0;-0.7430097223745875;0.7430097223745875
1.0;1.0;0.6266225566792456;0.3733774433207544
1.0;1.0;0.8536091864371944;0.1463908135628056
0.0;0.0;0.9982264128520209;0.9982264128520209
0.0;0.0;0.9921885548419892;0.9921885548419892
1.0;1.0;-0.33396148987227553;1.3339614898722756
0.0;0.0;-0.686467124915248;0.686467124915248
0.0;0.0;0.7091482851290465;0.7091482851290465
0.0;0.0;-0.5375768787207563;0.5375768787207563
0.0;0.0;-0.5546540629631319;0.5546540629631319
1.0;1.0;-0.9860786396713619;1.986078639671362
1.0;1.0;-0.9999952236587062;1.9999952236587062
0.0;0.0;0.9533306874841183;0.9533306874841183
0.0;0.0;-0.9999968886388391;0.9999968886388391
0.0;0.0;-0.9995620015672881;0.9995620015672881
0.0;0.0;0.9999982380637958;0.9999982380637958
0.0;0.0;-0.9872360702021871;0.9872360702021871
1.0;1.0;0.9999999999758334;2.416655764392317E-11
0.0;0.0;0.9999999999626249;0.9999999999626249
0.0;0.0;0.9999809846106664;0.9999809846106664
1.0;1.0;0.9999991046752291;8.953247708776146E-7
1.0;1.0;0.9999998538215917;1.4617840826680606E-7
1.0;1.0;0.9999999409345356;5.9065464408369905E-8
1.0;1.0;0.9999999624544501;3.754554989132686E-8
0.0;0.0;-0.9435116436034436;0.9435116436034436
0.0;0.0;0.9997965830992456;0.9997965830992456
1.0;1.0;-0.9979701899539886;1.9979701899539886
0.0;0.0;0.9994839880770652;0.9994839880770652
0.0;0.0;-0.9999884634741599;0.9999884634741599
1.0;1.0;-0.9996755300144083;1.9996755300144082
0.0;0.0;0.999899460997349;0.999899460997349
0.0;0.0;-0.9999986803132459;0.9999986803132459
0.0;0.0;-0.9999944562177678;0.9999944562177678
1.0;1.0;0.6111278723251663;0.3888721276748337
0.0;0.0;0.9999999999999166;0.9999999999999166
0.0;0.0;0.9999985822416336;0.9999985822416336
1.0;1.0;1.0;0.0
